speech_key,id,start_sentence_index,end_sentence_index,text,role,start_time,end_time,confidence
Opposition_1st,6,40,42,Which history do you think is more accurate? Could you answer that? Is it truthful to teach?,poi,273.6,280.5,
Opposition_1st,7,43,46,"I think that accurate and more deeper, as I said in my framing, is going to be taught inside high school and university systems. But we're not going to teach, for example, this is intuitively understandable. We're not going to teach the deepest things about history inside elementary. We're going to just teach them the basic, the outer framing of history, and I think that leaves off their impact, so I think that it's more understandable for these students to learn in the long term.",point_of_main_argument,280.5,304.7,
Opposition_1st,8,47,53,"With that being said, what is our first argument? First, what I'm going to say to you is why focusing on individuals is going to be more understandable. First reason here is that historical events are actually based on people rather than context. For example, just examples, it was Hitler who started World War II because he went on to go on against England and all these types of things. But also it was Koyotani Hideyoshi that conquered Japan and all these types of things. Therefore, historical figures are the ones that are the tipping point of some sort of events that happened. Yes, there are contexts that were in the past that made up for this event, but it was the figures that actually changed the world and changed how it is going to be like.",point_of_main_argument,304.7,349.9,
Opposition_1st,9,54,61,"What is the comparative though? I think on the government side of the world, you have to teach students all the background factors of what happened, what led to Hitler actually attacking Russia and attacking France and all these types of things. But the hard part here is that there are multiple factors that account for this. For example, in World War II, it wasn't just Hitler's malicious incentives, but it was also the debts that Germany had because of World War I and all these types of things. There are so many factors that actually affected this. It's just un-understandable for these primary school students to actually understand. It's just more easier to say that Hitler was the one who was in the power of Germany, who did most of the wars. It was America and Japan who actually fought inside this world.",point_of_comparison,349.9,405.6,
Opposition_1st,10,62,68,"The impact here is that students can actually understand history easier compared to their government office, government counterfactual. I think this is intuitive because, for example, in Japan, a lot of elementary schools love single-commissioned warriors inside Japan. They're like, oh, I love Koyuko Mishida. Oh, I like Asuke Jimitri and all these types of things. They just make them more eager to learn this history. I think that the main impact here is that, because on our side, we can substantiate the fundamental things that we want, we have to learn inside history. I think that is just more feasible or better inside government's opposition to counterfactual discovery.",point_of_main_argument,405.6,443.0,
Proposition_2nd,1,0,3,"The Leader of Opposition stressed the scope of today's motion. Schools mean elementary and primary education for middle school students. And that the importance in such institutions, the importance that we think about of the education in such institutions is how easily the students can learn historical facts. And that in order for them to have a basic fundamental knowledge of history, it is better for schools to teach history focusing on grand figures because it's more simple and likable.",independent_rebuttal,0.0,66.7,
Proposition_2nd,2,4,7,"I understand that it's easy to memorize and understand history if it's taught in the traditional way, which is, I would say, memorizing the basic names, years, and events in history. But there's a problem to this. It has become too superficial, as it can be seen in exams in elementary schools or middle schools where you have to fill in the gaps of the names or years of the events. And it's become just a memorization game.",independent_rebuttal,69.7,127.0,
Proposition_2nd,3,8,11,"Maybe a few students in your class may love history or something, and they have their favorite characters in history, like Tetsuo Noguchi or Oda Nobunaga. But I feel like the majority of elementary or middle school students will dislike history because of the simple memorizations and the ongoing entrance exams and stuff just for that. Particularly in Japan or places where they do entrance exams. I feel like history has become a memorization subject.",independent_rebuttal,128.0,175.3,
Proposition_2nd,4,12,14,"It does set a basic knowledge base for the students, but it goes too long. Until high school, it's mostly memorization. And the more deep education that our leader of opposition mentioned, or research, starts from university classes, and if the student chooses to take such classes.",independent_rebuttal,177.8,213.2,
Proposition_2nd,5,15,17,"So what I'm trying to say is that history should be taught in a deep way from a more earlier age, in mandatory education age, not from university, because as our opening program... DOI? Yes, I'll take the DOI.",point_of_main_argument,213.9,234.2,
Proposition_2nd,6,18,18,"What is the capacity of these people, these younger students, to actually learn everything that is given to them by the teachers?",poi,235.2,241.9,
Proposition_2nd,7,19,33,"The capacity? Oh, like how much they can... Their intellectual abilities, I believe that's what they need. Yeah, well that's, I think, a good question. But I feel... I like to compare historical education in Japan and, let's say, the United States. I feel like Japan is more focused on memorization than the United States. I feel like in the United States, textbooks are more different. It's more like reading, text-reading based, and having conversations with your partner, or having discussions, or choosing your favorite historical character and presenting them. Whereas in Japan, it's more like just listening to your teacher and memorizing your notes. So I feel like if we're even the same age, there are countries other than Japan that are more deeply teaching history. Maybe not covering the whole historical events in history, but to go into a deeper level. So I feel like children would still have the capacity to go to a further education if you focus on certain areas in history. And I feel like that's a preference, but yes, I think capacity-wise.",point_of_main_argument,243.1,332.6,
Proposition_2nd,8,34,40,"So children can learn history deeply. And I feel like that's the point. What's the point of learning the whole history from when people were monkeys to now? That's not the point. Do you remember the whole... What's the point of doing the whole history once? I feel like that's not meaningless, but I feel that learning your favorite or the most important or influential parts of history deeply would be more fruitful for a person.",point_of_main_argument,332.6,377.8,
Proposition_2nd,9,41,43,"Like, for example, if you compare World War II and World War I to Jōmonzudai in Japan, I feel like the importance or influence that it has to modern days are very different. Obviously, World War II and World War I has a lot more impact or a lot of international relationships that are currently happening, are rooting from such events. And I feel like we should focus the educational, historical education on such impactful events and go deeply.",point_of_main_argument,377.8,413.9,
Proposition_2nd,10,44,47,"Yes, that's one point, that history should be taught deeply. And in order to do that... And that requires not just memorizing the grand figures of events. It requires really understanding the social and institutional factors of such events. Thank you.",point_of_main_argument,413.9,441.7,
Opposition_2nd,1,0,0,"It is the consensus between the Austrian and all that a too long history is so important versus in tax of this and we Create some substantive why it is so understandable for the children and why it is so beneficial in terms of long run Yeah, for example, like a high school and university, etc.",introduction,0.0,17.3,
Opposition_2nd,2,1,1,"Before talk to lucky opposed to this motion and fancy Terry rebar and including my extension as to why on our side of the house is still like understandable for children and why it's a beneficial the first we point out of that area of the offering government and the biggest often government failure is they didn't mention about the Enough about a capacity of those children why those people you can completely normalize Complicated complicated come context of we see a lot of people in some of the society We're gonna be even the it is a thousand years adults Yes, it is.",independent_rebuttal,17.6,54.1,
Opposition_2nd,3,2,2,"So so there's so much factor to memo life for those non-students I've heard on the contrary on the opposition cause I we could pick after such an individual This is so famous in this era or in this decade, etc So this is possibly so in terms of the amount of memorization.",point_of_comparison,54.3,71.3,
Opposition_2nd,4,3,4,"This is so understandable for the children and the second of all Yeah, it is so difficult for the student to be sure to how the how the Thousand years ago, it looks like for a style as those kind of error. Yeah, what kind of error is it looks like?",point_of_main_argument,71.3,88.2,
Opposition_2nd,5,5,6,Comparatively on the potion powder. We picked up some individuals and those individual is famous This time Thousand years ago to therefore a Model research or a model of knowledge in front of society and as a because of this such as the drop before it is Easy for the children and the teacher also to teach the materials which is related to the substance a master the individual and it is Also for the children.,point_of_main_argument,88.2,117.2,
Opposition_2nd,6,7,10,"It is so understandable Yes But I see if you if he wanted to teach a little context to this student Student so in the Like so complicated human relationship and there's an ownership relationship, etc Since I'm a dancer, I go etc. This is so it costs a sequence of the first of that I like this separate decade or etc. However, we pick the individual and the Resident that era or decade. So it is From the This is so like easy for them to understandable compared to the on our side of the house and Moving on to the computer.",point_of_comparison,117.2,163.8,
Opposition_2nd,7,11,14,"We borrow to the thing coming from the opening government party, this is directly ground figures is not so like important for like the the children because Yeah, it's going to be like a misunderstand. Etc. However, I think this is come pretty impactful to the Firstly even social movements or For the teacher to say I Was only about the last 50 years of 200 years of colonization How are you going to represent the history of the first 150 years to the history books?",independent_rebuttal,163.8,267.7,
Opposition_2nd,8,15,15,"We were considering only a grand figure because in those 150 years there was no grand figures okay, if you Many cool I think even that we can't see dying stopping.",point_of_main_argument,267.7,337.2,
Opposition_2nd,9,16,16,"I was so what what is so happy for the Society, yeah, there's no expression as to why it is so happy for the state So therefore even we can't see that I think There's no for the educational system so we support the benefits from our side is to Substance is still understandable for the children to run about the history clearly more than the government account partial So because of that in the long run, there are more public very safe.",point_of_comparison,337.2,371.9,
Opposition_2nd,10,17,18,"Yeah even our Framing we see that I just based on like the elementary or middle school So therefore in deficit or several years those kind of people I can't bother the artistry in the older than the government There's no Distance the Complicated one is going to be concrete in our comfort for sure. Therefore in the long run, you can connect to the future as the Whether the easy or to run about therefore to",point_of_comparison,371.9,436.8,
Proposition_3rd,1,0,8,"First, we're going to explain something very important that is missing from this debate. And this is the burden of why our side is the more truthful. Second of all, we're going to explain how our side of teaching, our way of teaching history, includes these figures, whereas if you focus too much on the figures, you miss the context. Secondly, we're going to win over in government, because we're going to expand on the case, and we're going to tell you how we not only acknowledge all of those that are part of history and important, but we also punish those that were collaborators. Just a spoiler alert, if Hitler had been voted by the whole of the German people, if Hitler didn't have a whole army of German people doing what he did, if he didn't have a bunch of generals, a bunch of countries collaborating with him, he wouldn't have done anything. At the end of the day, it's not only one person that can take over the world, but it's nations, groups of people that actually change history. Then we're going to explain to you how big of an impact teaching accurate history from the start is on shaping someone's perception about the world. And our extension is going to be on how it is very dangerous, if we teach history the wrong way, to produce radicalization. And there is many dangers of misinterpreting history if we have scapegoats that cannot be perfect.",introduction,0.0,97.1,
Proposition_3rd,2,9,17,"Before I do that, I'm going to take down opposition very quickly. And they say history is biased anyway. But I think it's a very, very big difference if you try to teach history, even if it's hard, even if it's boring, even if it's whatever, and completely erasing some parts in order to make it easier for the students. We believe that history is boring anyways. If you don't like history, you're bored as fuck. So those who are going to learn history might as well learn it correctly. Plus, because I promised you an explanation of how history works, you have to mention Hitler, you have to mention Hitler, you have to mention Napoleon. And those are the figures that these people that are boring or too stupid or whatever can maintain anyway. So, but if we teach our history as we're supposed to, the people that can actually comprehend history, they have more things on their side in a bit.",independent_rebuttal,97.5,163.3,
Proposition_3rd,3,18,24,"Second of all, they kill themselves. They shoot themselves in the leg because they say, oh, we're going to teach the history in high school. What that means is that you teach the wrong history in the beginning. Plus, there is this very second important thing. At high school, most of the people know that they're going to be doctors, engineers, or whatever. So that means if you don't have history as a compulsory lesson, or it's not of your interest, you're more likely to focus on the other things and skip this correct part of history altogether. Whereas in middle school and elementary school, you build a fundamental, you kind of see how everything is, and they're more likely to focus on history than after.",independent_rebuttal,163.8,207.6,
Proposition_3rd,4,25,34,"Now, moving on to our kids. As I explained to you, it's not that hard, honestly, and it comes intuitively to understand that one man cannot change the world. At best, what one person can do is begin a snowball effect in the sense of, oh, he starts and he starts gathering people and they gather people, and it's a whole thing that becomes a movement or a nation or whatever. But at the end of the day, one person, or the biggest thing he can do is give a speech. There are people voting him. There are people supporting him. There are people funding him. There are people following him around and preaching and all that. We should go to war, you have generals, you have advisors, you have a bunch of people. So I think it's very intuitively to understand that there are many, many people involved when changing history and those things.",point_of_main_argument,207.8,258.6,
Proposition_3rd,5,35,49,"Now, on understanding history, when we, for example, will teach the history of Germany in the World War and what happened and what led to what happened, we have to mention Hitler. We're gonna mention the historical context, we're gonna mention the people that were involved, and at the end of the day, as I mentioned before, the people that can comprehend everything will do so anyway. So on their side, at best, we have some bad, we have some mediocre representation of history that is not very accurate. And the opposition, the opening opposition especially, doesn't have time to explain now how their version is truthful. And they wouldn't be able to do so because it's not. It's lacking fundamental information from history. Whereas on our side, we have to mention the historical figures. We include, we include, no, we include what the opposition wants to pass, but we also add whatever is missing. We give the complete picture. Worst case scenario, we have people knowing bad history and not reading history, which would be symmetrical because people don't reading history means that they're a bad student or whatever because history is bad anyway. On our best case scenario, we have people knowing the complete version of history. And the most likely scenario is we have some people kind of knowing everything, we have some people knowing the historical figure. So our mid, our okay likely scenario is kind of on the same side and even more, even a bit more because we have the additional context than opposition. So we already, we open, over open. You're out of order.",point_of_comparison,258.6,363.4,
Proposition_3rd,6,50,54,"Now, on our extension, radicalization. If we, we, I have to explain to you that in middle school and elementary is the time where people learn history, they put the basis, it's commonly agreeable. So if you have one person and these people get obsessed with one historical figure, there is a very great danger that they can misinterpret some stuff because those historical figures are not perfect. They have said some things here and there and if you don't understand that they changed history with the help of others and you kind of get embedded, it's embedded in your subconscious that they did it by themselves, you can misinterpret some things that they said, you ignore the context under which they operated and you can, like people, like parties can use them in their advantage to pass on dangerous things. Plus, we believe that it's very dangerous to have, no, my partner will put this, thank you.",point_of_main_argument,363.7,428.9,
Opposition_3rd,1,0,0,"So first I would like to talk to the government side, they just mentioned about the, they don't want us, our side, to completely abolish the social and institutional factors, but the thing is, we're not talking about like completely not teaching about the structures, we're talking about like we shouldn't abolish the current figures while we're teaching about history.",independent_rebuttal,0.0,25.6,
Opposition_3rd,2,2,6,"The first thing is about like the figure is just a reflection of a society. You can see it as a miniature or a symbol or a title of this institutionalist practice. As we all know, like the child is not able to entirely understand how the government works and how everything, how everything, like how every concept is exactly going on since they're just not having such complexity. But now you've got a single person, you've got a figure which you can just see how black people work. He's like, he's like representing that kind of, that situation or that era.",point_of_main_argument,29.0,71.6,
Opposition_3rd,3,7,11,"And second of all, it's like the figure is, sometimes the figure is exactly the key character of like turning the table. As you can see, like we always mention Hitler. Like we saw Hitler, it was just like, we think Hitler is a bad guy, so we're trying to not mention Hitler's name. Now we can see how weird it is, like with German just pop up a single party and trying to do a genocide. And this is really weird for a child and even for an adult to understand what you're talking about.",point_of_main_argument,72.1,105.7,
Opposition_3rd,4,12,13,"And the third thing is, we're just, by mentioning figures during the history, we're just making all conceptual thoughts into a more practical level. We're just giving an example of that period of history.",point_of_main_argument,105.7,120.7,
Opposition_3rd,5,14,23,"And what I want to mention is the most important thing that everyone didn't talk about. It's like we talk, we're teaching history because like we should mention, we should make our own interpretations. This is the freedom of expressions. We have now the ability to express and discuss about past histories. And then we can have the, we can also criticize the fact figures. We can criticize Hitler for genociding. We can also praise the good figures such as the Gandhi. And by doing this, this gives us a better chance to be closer to a biased history. And we can also understand why and how does that, does that kind of, how does the historical event happens. And also, it's just like giving the kids and the child a model that I'll like.",point_of_main_argument,121.1,184.6,
Opposition_3rd,6,26,28,"How do you interpret a grand figure without this, the society he or she is, she was living for the institution. I mean for Hitler. How do you interpret Hitler without like being taught the society he was in.",poi,186.4,206.0,
Opposition_3rd,7,29,32,"Yeah, that's the thing I just mentioned the first time, in the first part. We're just not, we're not going to abolish the whole structure in the north of how does the society make this guy thinking like killing people or starting war. We're just trying to make it symbolize, make this figure a symbol of how does the, it's a miniature of the society. So, we're not abolishing the other factors, but instead we're trying to make it easier to visualize and give a practical example.",response_to_poi,206.0,243.2,
Opposition_3rd,8,33,34,"And by this, by teaching the history with the symbols and also the structure as a base of knowledge, we can do, yeah, we can know the past history and we can also know how to change the future. Or at least we just don't repeat the same mistakes.",point_of_main_argument,243.6,270.5,
Proposition_4th,1,0,10,"They say that in a world where people, at first, in high school, in elementary school and middle school, they will learn about some certain figures, and in the high school and universities, they will learn more critical stuff. What is the problem in this world? First of all, when you are teaching someone to be about the grand figures, what do they do? They idolize this person. They think this person is a very saint person. I want to be someone like him. Eventually, they went to universities or high school, and they learned that this person has so many flaws. Then this person or this person becomes very confused. He is confused about his identity, first of all, and he feels very less of himself for idealizing such a bad person who he taught him as a good person in middle school. So this is a kind of a problematic scenario you are going through because of their wrong system.",independent_rebuttal,1.4,56.8,
Proposition_4th,2,11,12,"The second thing is that when they are learning about these things in high school or universities, they feel that the elementary school or middle school teaching is useless. They feel like those teachings have no impact in their life, at least, or they feel that this is something that they wasted their time on.",independent_rebuttal,57.1,75.9,
Proposition_4th,3,13,20,"And there is another problem to this one. It actually enhances the polarization of your society. Because most of the people in developing countries or in developed countries, they might not go to high school or universities. So the people who are actually getting the idea that this person of history was a very good person, and they are dropped out from the school, and the people who are going to universities are being critical about those persons. There is a huge identical gap between these two groups. And these two groups, when they are actually meeting in real life, they have different kinds of knowledge about history. And when they interact in real life, they are making a contradiction of their society. And this way, you are enhancing the polarization of your society by teaching some wrong stuff to your elementary school students or middle school students.",point_of_main_argument,75.9,128.7,
Proposition_4th,4,21,32,The entire burden of not taking. So the entire burden that they wanted to prove that it will be very easy for the elementary school students to learn the history. What is the burden for us to teach history in an easy way? There is no such thing that you have to teach them in an easy way. You don't teach half of the math to your students just because it will be a great burden for them. Then why are you teaching history in an easier way? There is no way you can make the content easier. You have to make the teaching materials easier. You have to make the...not taking. So you have to make the way of teaching easier for them to understand it. It is not a good idea to actually minimizing your content or sacrificing your content.,independent_rebuttal,128.7,177.0,
Proposition_4th,5,33,39,"The second thing about the closing opposition is that they believe that in some part of the history, when you are emphasizing on historical cult figure, you are representing the whole community. We believe that this is a problematic idea because they want to say that Gandhi reflects the entire British colonization movement of India. But it is not true because at the time of Gandhi, there was another person who is like Subhash Chandra Bose. Gandhi was protesting for peaceful movement. In the other hand, Subhash Chandra Bose was the guy who wanted the freedom and liberation in a violent way. He wanted the liberation through a war. So there were a significant amount of supporters in Subhash Chandra Bose's...",independent_rebuttal,177.0,224.6,
Proposition_4th,6,40,43,"At the end of the day, you can't teach history 100%. On government side, you are just going to teach it more deeply. On opposition side, you are teaching it more bumpy. Why can you say on opposition side, we're telling lies when we're just picking up fragments of history?",poi,224.6,238.3,
Proposition_4th,7,44,50,"So the problem is that when you are emphasizing on a biased history and you are emphasizing on a cult figure, it is likely to be more biased because as the government argues, the empire will try to manipulate it. So in terms of if you want to teach history as a product of grand strategy, you have more incentive to over glorify. But if you are teaching it as a product of social or institutional factors, you eventually like spontaneously you are making... You have to add different perspective in it because society and institution has many kinds of perspective which a single person do not have. So eventually, if you are not focusing on a single person, you have to focus on different perspective. And when you are providing different perspective, that history is becoming less biased. So that's why in our world, history is less likely to be biased.",point_of_comparison,238.3,297.5,
Proposition_4th,8,51,58,"So the problem that I was explaining, so when you are trying to pick a cult figure and trying to portray history as his sole experience, then you are not reflecting the entire history at the same time. What is the problem of this? For example, if you want to portray Malala Yousafzai's struggle as an entire struggle against Taliban regime, then after 50 or 60 years, some people might argue that Malala Yousafzai was later aligned with the West bloc and she was serving the purpose of Western. So they will just see that all the struggle Malala faced against Taliban was a propaganda of Western world. And in that way, they can literally overthrow all the allegations against the Taliban government, Taliban as an organization. All those that you are saying is based on a sole figure, and this sole figure is in  So in that sense, you are actually not having a strong narrative against Taliban government.",point_of_main_argument,297.5,360.5,
Proposition_4th,9,59,62,"So when you want to do that, you are having more struggle to reestablish the narrative that has been broken. So you cannot reintroduce or re-argue based on one singular particular person. Otherwise, if you focus on more social context, if you focus on the single person who lives in Afghanistan and his struggle or her struggle, then you can portray that if it was not only Malala Yousafzai who faced oppression against Taliban government, there were more people who faced the same thing. In that way, you can emphasize on your history way more better.",point_of_comparison,360.5,394.7,
Proposition_4th,10,63,67,"And the last thing is that when you are scapegoating some people because of some thing, so you are actually not getting into the core of the problem. You think Hitler is the problem, but if you focus on more social and institutional factors, you can teach the elementary school students that it is not by Hitler only. There is more core problem to the society which actually led to World War II or something like that. In that way, when you are scapegoating one singular person, you are not being able to actually identify what was the core of the problem.",point_of_main_argument,394.7,428.4,
Proposition_4th,11,68,70,"So in our work, we give you a better explanation of core of the problem. We explain, we reflect the entire history perfectly and we actually minimize the polarization in the society. Thank you so much.",point_of_comparison,428.6,442.2,
Opposition_4th,1,1,3,"At the end of the day, we believe that in this debate, there's two main versions of proof, right? The first thing is how these students are actually going to benefit on the way that these histories actually teach to them. But we realize that the second version, which is also important, is why do we even teach history in the first place and how do we even teach these histories, right?",introduction,3.7,21.0,
Opposition_4th,2,4,12,"Now, coming to my response to OG, right? OG's main point is about like how there's going to be like misunderstanding of like the real purpose and how there's just kind of like these memorization like burdens on our side, right? But I believe that OG have response about the memorization but we believe that even if like we take and they also talked about like how there's like there it's like hard for students to cooperate on our side, but we believe that's just a failure of education system because even if we take into account how on their side, right? Because they learn about the social side or institutional context. They learn about the people and stuff, right? We believe that's not the core problem of how they actually can cooperate. It's just basically this teacher is failing to actually teach the students how to cooperate. But we believe that on our side, right? Later when we actually incorporate other things, they can, but we believe that from OG's main case, it has been both symmetrical on our side and on their side and their case is talking about how memorization, which already talked about and also how about like misunderstanding which which CG also brings up, which I'll respond to right now.",independent_rebuttal,21.6,87.5,
Opposition_4th,3,13,16,"CG bring up the points about how there's burden of learning, more truthful include figures in this concept and how there's you know, Ms. Hisler and this group of people who actually brought up, right? But we believe that at the core of the day, at the end of the day, it's about this mastermind, a mastermind of one people that actually pushes these people because how would these people actually like bring themselves together, right? It's actually because of these one leader that was half the ability and the capabilities to actually bring them together and we believe that learning about them first is actually important and then when we can actually learn about these other like impacts and stuff that actually happen, it's better, right?",independent_rebuttal,88.5,124.8,
Opposition_4th,4,17,24,"How would this learning about like these more grand figures actually affect the children, right? Because like we believe that when they learn about these, because history is one of things that are also close to them, when it's about like them learning about the histories of how their ancestors of how their of how their ancestors or like of of how their ancestors or like those people that had died to actually protect and give the independence for their countries. They actually learned that oh, when we learn about these grand figures, right? These people can actually make a change compared to on their side where they just actually learn about societal and institutional factors but they can be like maybe they kind of be like oh, I actually have to challenge this whole institution and whole societal changes. I have to mobilize these people but how do I get that? Well, actually on learning about this grand figure, right? They learn about how these leaderships can be utilized, about more in like these skills of how these grand figures become grand figures in the first place and then they learn about how like these people can help, right?",point_of_main_argument,125.8,189.0,
Opposition_4th,5,25,29,"And why do we believe that learning about the figures is first? As my first member of government has, no, member of opposition had taught when we tell them about these grand figure, right? Having one person compared to learning about judiciary, about like three branches of a government is essentially easier to visualize not just for elementary and also middle school students like the opening opposition said but we believe that it's also easier to visualize for these high school students, right? And later when they go into university, they can learn more about it but at the core of the day when they have like a lot of grand figures to memorize about these certain period of extent, they are able to make a more comprehensive picture when later on they go to society and they start to be like oh, this is why Hitler do this. Oh, this is why Ho Chi Minh do this because that's what they actually understand about it but on their side where they just talk about like the societal institutional, what if they get boards and stuff, right?",point_of_main_argument,189.0,240.7,
Opposition_4th,6,30,37,"But later I will go into like where the worst case but now coming to my point about why history is wrong. What they said, what the what the closing government said about history should be boring. We believe that it's fundamentally false. We believe that it should be a case for about nationalism to a certain extent, right? Because history is learning about again, as I've said, ancestors and how these people actually fight for independence and why like, you know because those things are essentially what history makes it so interesting and what essentially makes students drawn to history in the first place. So why would we even teach history on their side if they just said like, oh we're just going to teach them about boredom and stuff like that. But like, yeah, so on our side, right? We taught them about this product of those who started the special who actually start the turning point of how these kind of like institution kind of got kind of go together and when people like and then we teach them how like these many people can actually like these a lot of people can fight for independence.",point_of_main_argument,240.7,300.4,
