speech_key,id,start_sentence_index,end_sentence_index,text,role,start_time,end_time,confidence
Proposition_2nd,1,0,1,"First, we say that we should ban race-based political parties, and the first speaker pointed out that if there were race-based political parties, the voices of some minority or really non-binary people would not be heard, because they are too minority, they are too minor. I want to focus on this point and explain more about this part.",point_of_main_argument,0.0,58.5,
Proposition_2nd,2,2,4,"So let's imagine that in the U.S. there are race-based political parties, let's say that there is the Islamic political party, that there is a Native American political party, and then there might be a white political party and an Asian political party as well.",point_of_main_argument,58.5,92.6,
Proposition_2nd,3,5,6,"In the current political system, there can be only one president in America, and the president can only come from one party, so only one party will take lead of the country and have actual influence on the country. And since, based on the number of population of race, yes, the white and the black and Hispanics are the majority, while the Islamic people and Hispanic people are weak in numbers, and so it is hard for them to win in presidential elections, I think impossible in numbers.",point_of_main_argument,92.6,154.1,
Proposition_2nd,4,7,7,"So that means that Islamic people or Native American people's voice towards big policies of the country, this may be, like, maybe Islamic people are having trouble with food in America because they cannot eat certain foods, like pork, and or they might be facing, like, discrimination because of their, like, behaviors, not behaviors, but their things that they do every day as a Muslim, and they might, they have different views than white or black or Asian people on things.",point_of_main_argument,154.1,222.8,
Proposition_2nd,5,8,8,"And if, since, so, and race-based political parties, so, tend to have, like, a very narrow view because it's only based on a single race, so, like I said before, the Muslim or Hispanic people's ideas may not be well voiced out in each policy.",point_of_main_argument,222.8,257.4,
Proposition_2nd,6,9,9,"And so, like our first speaker said, if it was an idea-based party, such as liberal or conservative, it's more inclusive compared to race-based political parties, and so the minority people, based on race, they can, their ideas may be more put into action in such inclusive political parties, which leads to a more, a better policy for more people in numbers.",point_of_comparison,257.4,313.7,
Proposition_2nd,7,10,11,"So, we are proud to propose this motion. Thank you.",point_of_main_argument,313.7,320.7,
Opposition_2nd,1,1,1,"First, I want to say, it's a very special, as my first speaker said, it's very special or very specific circumstance when we have to worry about this motion, and I will further explain the situation.",introduction,4.6,23.5,
Opposition_2nd,2,2,2,"Second, I want to rebut that in their side of the house, their solution cannot solve the problem that emerges when we have to worry about this motion.",independent_rebuttal,24.6,38.6,
Opposition_2nd,3,3,8,"The proposition of the government side says that there's a variety of race, but it's not always the case. It is actually, more specifically, we have a variety of society, maybe some society only has one race. And what's the difference between a race, well, when we have to worry about, like, there is some race-based political party, it's when a race in a society is oppressed, and this agenda is very important in this society. In this time, we have to worry about it. And as my first speaker said, a race is that rank ethnicity, and usually the states play an important role to rank the ethnicity. So what we are talking about, when we have to worry about this motion, it's actually the society, it's like, there's some race are highly oppressed, and they can't kind of voice out through the parties that does not represent themselves.",definition,43.9,122.9,
Opposition_2nd,4,9,12,"So, imagine, in their world, the race-based political party is banned, and they can only to achieve their goal, to like, certain freedom of rights when they are highly oppressed, through the majority, like, through those parties. And those parties, within those parties, they are still minority. They won't care about their interests.",point_of_main_argument,122.9,167.1,
Opposition_2nd,5,13,16,"And the saying is that, they will care about their interests, the minority's interests, because they have overlapped interests. I think it's just unlikely to happen. It's like, just like coincidence. Like, just imagine, if there's two majority parties, major parties, in a nation, and you are a minority group, and both parties don't care about your right, why they would have to care about your right?",point_of_main_argument,167.1,202.2,
Opposition_2nd,6,17,19,"For example, like, and also, the deputy prime minister says that the situation in the US, and the president, it is an entirely different situation. In the US, we are currently highly oppressed. There is some oppression, but it's not highly. Yeah, please.",independent_rebuttal,202.2,229.4,
Opposition_2nd,7,20,27,"Oppression is happening on a daily basis, and there is a perpetuated disparity of resources. So it is likely that race-based parties wash out most minor parties' voices in normal situations. So what do you think about this point? Can you repeat the last sentence? Like, it is highly likely that race-based parties wash out the voices of most minor people. Wash out the most minor people? The majority of, the major parties? Like, the most minor race people's voices would be not heard by the black-based parties.",poi,230.7,272.7,
Opposition_2nd,8,28,32,"Oh, I understand. So, I mean, so, I don't, I mean, sorry. It's like, they can have their party, but they still can't have a party. I don't see the problem here. So maybe I misunderstood a little bit.",independent_rebuttal,272.7,296.9,
Opposition_2nd,9,33,36,"But what I want to say is, it's like, it's like, just saying, why there is no white race, white-based political party in the US? Because they are already majority. They don't have to create a white-based party to voice their, to convey their opinion and vote. This kind of race-based political party exists, it's simply because they can't convey their, you know, cheat their votes, voice their opinions out, so they have to party.",point_of_main_argument,296.9,339.9,
Opposition_2nd,10,37,41,"And also, I don't see, this motion is like about, this is how we'll bend. It's not, I think your side of the house is just saying, this will be better. But I don't see the point that, like, we can't bend. If it's better and we don't bend it, you know, like, people will do this instead, not do our side of the house. If you bend it, that will be, like, in our side of the house, if you bend it, they will, like, the party that not race-based, in this situation, will overlook the right of the so-called minority.",point_of_comparison,339.9,369.0,
Opposition_2nd,11,42,46,"So, yeah, and, you know, the precedent example, we don't think that the only purpose of a party is to, you know, to be elected as a president. And also, you know, you don't have to, many people don't, many parties do not participate in the election of presidential election. And the purpose of political party is simply that people who have the same goal, they want to chase the same goal or have, you know, and the party can represent a group of people. And if you, like, bend them to chase a goal to, like, gain some right for their race, that is absolutely, like, ridiculous to bend it. So, with all the reasons above, proud to oppose.",point_of_main_argument,369.0,425.9,
Proposition_3rd,1,0,2,"Three, two, one. We believe that this system, this race-based political party system can only work in a country or in a place where there's only one race. We believe that when we implement this thing, or when we implement this system, there's going to be even more segregation and minorities are still going to be abused, proud to propose.",introduction,0.0,18.5,
Proposition_3rd,2,3,6,"So, first of all, a little bit of a reply to the OO. I mean, I don't think I should reply to the OO yet because I think everything that they base their argument on is going to be washed out. Simply because those things are not going to become, like, they're not going to become reality. It just can't happen, simply.",independent_rebuttal,18.5,39.3,
Proposition_3rd,3,7,8,"The OG talks about how it's going to get less focused on other minorities, like smaller minorities, and they talk about how other minorities are going to be prioritized or something like that, and stuff like that. But we believe that our side, the CG, is going to say that this is going to hurt all minorities alike, not only one, like, I don't know, like, less minority, minority side.",independent_rebuttal,39.6,64.5,
Proposition_3rd,4,9,17,"Okay, so anyways. So in my speech, I'm going to do basically two things. First of all, a setup, and second of all, going on to my extension, our case. Okay, so, setup. When we're talking about the Western world, right? Not talking about Asian and stuff like that, because Asian usually is one race, or even if it's not that, in the Western world, the white or the Caucasian race is the main race that's controlling the society, right? Where you can see this in political system, or even just the number of people, the number of the Caucasian race people in those countries, right? And so that means that the amount of Caucasian voters is going to be inherently larger than that of the other minorities, right? That's just like, not rocket science, right?",definition,64.5,106.6,
Proposition_3rd,5,18,22,"And so, what are the political goals, and how would these political parties be voted for, right? Usually, the goal of politics is to ensure equality, to ensure different diverse people can live in a society with each other harmonically, right? That's the goal of the political system, right? Especially in a very diverse society in the Western world and stuff like that, right? In America and stuff.",definition,106.7,137.0,
Proposition_3rd,6,23,26,"But then, when we talk about this motion, when we talk about the characterization of the voters, which party would they vote for? Simply, what voters think for is like, which party is going to ensure their rights, is going to prioritize their rights over, for example, even if they have to prioritize their rights over another race, they're still going to vote for that party simply because they're going to give the people more money, more social security, and more rights, right? Those are the, how people are going to vote for parties. People are going to vote for a party that provides and prioritizes that people, that race, right?",definition,137.0,170.7,
Proposition_3rd,7,27,33,"And so, in that sense, in turn, parties will try to appeal to people of that race. For example, just not even race, for example, just think about right now, Republican Party and Democratic Party, right? So anyone who's in the Republican Party, if they ensure the rights of those Republican people, then okay, we're going to vote for you, vice versa for democracy. So the same thing applies for race. Whoever provides more rights for that race is going to get more of a vote. And I've already told you, right?",definition,170.7,196.6,
Proposition_3rd,8,34,35,"Caucasian voters are going to be with the majority of voters here, meaning that always, always, the party that's going to be in power is going to be the, it's most likely to be the party of the Caucasian people, the white people, right? And so, because of that, our argument says that the segregation between races is going to be even worse, and minorities are still going to be heavily abused.",point_of_main_argument,196.9,217.4,
Proposition_3rd,9,36,38,"So, as I already said, minorities parties are not likely to be able to rise to the top and have power, right? Meaning that their voices are still not going to be taken as an importance, compared to the other race, the other majority race, racist, right? The Caucasian majority, right?",point_of_main_argument,217.4,232.1,
Proposition_3rd,10,39,46,"And since it is race-based, the political parties will become and reflect the social hierarchy, meaning that they can abuse populism. What does populism here mean? Populism is like making one race hate another race, right? And why is this possible? Because the party already inherently is ideology-based, right? And so, racism, it happens inside of a Caucasian party, and it's likely going to happen when you gain all of those people of the same race, only prioritizing the rights of the Caucasian people. Racism is most likely, it's very likely to happen in these parties. And this racism can be manifested through legislations that's unfair towards the opposition parties, or the people inside of the country that's not the same race, right?",point_of_main_argument,232.2,274.3,
Proposition_3rd,11,47,54,"And since the political party is self-interested, it's self-interested in the sense that it's only, it cares about the rights and the interests of the race itself. It only ensures and prioritizes, and the way it is, prioritizes that racist right, right? Meaning that the conflict between races is going to be even higher. Why? Because they constantly, these parties, these parties who are ideologically-based, race-based, are still, are constantly going to have to fight to stay in power. Okay, I'm going to give you more of, for example, what do you call, black people, I'm going to give you more rights. No, while the white party, oh no, we're gonna give you more power. That's how they're gonna try to stay in power, or how they're gonna try to fight each other for the power. At the top, right?",point_of_main_argument,274.3,314.3,
Proposition_3rd,12,55,61,"And so, the segregation of needs and demands, oh, no, of the needs and demands of these different people who live in the same country is going to be, sorry, later, it's going to be segregated into, oh wait, no, right, the same part. Segregated into different parties, right? And so, the meaning here is there's no need for a single party to fulfill, or to meet the needs of all other different races, right? Meaning, how do you say this? Like, for instance, right, a black party is going to fight for the rights of the black people that they want to appeal to, right? They have no needs, they have no, they have no, no needs and no interest in fulfilling the rights of, for example, say, a Caucasian party, simply because they're not appealing for those parties, simply because they don't care about that party as much as they care about themselves, about their own race that they're trying to appeal to, right? It's going to be, whatever party is going to be at the top is not going to be a holistic party who's going to seek the equality and the needs of everyone.",point_of_main_argument,314.3,373.9,
Proposition_3rd,13,62,67,"Okay, so why is segregation worse on the opposition side? Because implementing a system is a legal way to divide the wants and needs of the majority and the minority, right? The majority, the white people, they have these needs, okay, this party's going to do that. But on the black, whatever, like, Asian or whatever race over there, they're going to have different wants and needs, and these needs are going to be separated from each other because simply because they're not in the same system that's running the country, right? And even if minorities, as they say, even if the minorities have the chance to speak up, the policies or their needs are not going to come to reality, it's not going to become true. And still, at the same time, they're still going to be abused by this, like, this inherent hierarchy in society, right?",point_of_comparison,373.9,413.7,
Proposition_3rd,14,68,71,"On our side, we think that, like, if there's no, if there wasn't, like, a race-based party, right, then, like, there's, for example, if racism happens inside of the, I don't know, the biggest party right now in America or something, it gets called out, right? People in the same party, for example, like, a lot of race in the same party fighting for the race of everyone, if racism happens, it's going to get called out. But then, on their side, that's not going to happen simply because, like, these demands and these people are separated. So, for all those reasons, I'm proud to propose.",point_of_comparison,414.9,446.9,
Opposition_3rd,1,0,0,"in government and close government are both a reality to me, and so far as number one they never explain why it's justified to just completely ban one sort of political party, since this house would ban, I think they have that burden of proof.",independent_rebuttal,0.0,10.0,
Opposition_3rd,2,1,1,"But number two, I think they also, their characterization of what a racist party in the first place was also very conflictingly confusing, right?",independent_rebuttal,10.1,15.6,
Opposition_3rd,3,2,4,"So let me clarify it here right now. So OG basically said, these race-based parties, they're going to be parties that basically focus on like race-based policies, like I want to advocate for black rights or that sort of thing, is what I think they're And then OOMCG came up and started talking about how it's going to be, no, it's going to be like a party that consists of one race. We think this is very conflicting in the first place, but then let's, I'm going to try to engage in both of these things to the best of my ability.",definition,15.6,36.3,
Opposition_3rd,4,5,5,"So I'm going to, my argument is going to be number one, why race-based parties are good, because, and why race-based parties are uniquely good.",introduction,36.3,42.4,
Opposition_3rd,5,6,9,"So who are the minority that we were talking about in the first place that we're trying so very hard to protect? Because we think race-based parties are very good, very important to these minority people. They're likely, I just said I think people are likely to be people from minority race backgrounds, people like Hispanic people, black people, Asian people, et cetera. So we think the characterization of this minority is simply there's probably less in number in the first place, especially in political environments.",point_of_main_argument,42.4,64.8,
Opposition_3rd,6,10,14,"Why is this true? Simply because I think it's still only recent that these people are able to start going into policies, especially in places like the US, because there's still lots of backlash or sorts of discrimination that comes around. So the situation is only starting to get better. These people are still, it's still very hard for these people to voice that and get their opinions into these policies, and just basically, yeah, and stuff like that. So what this means is number one, they lose in numbers in these political sort of situations, and number two, they probably have less power, even if they are in these sort of parties.",point_of_main_argument,64.8,93.3,
Opposition_3rd,7,15,21,"But then what happens then if government bans these sort of situations? So in the characterization where it's like a policy-focused race party. So first of all, we think it's going to be incredibly hard for these minorities to get their opinions across in the first place, because insofar as they're the minority, a side government talks a lot about how, no, it's going to, their interests are going to overlap anyways, so they're going to get their interests across. I think this is like, even if it's true to some extent, the policies that they want changed the most is likely to clash with those people who disagree with it, right? It's like, it's really unlikely, for example, that when like a huge, I think it's really unlikely that when there's one party that consists of white people, black people, and Asian people, it's really hard to agree on a single policy, for example, that's about DEI, right? Because likely the majority of people who are the white people are probably going to be against it, they're probably going to be talking about how it's unequal and stuff like that. So I don't get why their interests are, the interests that are actually really, really important that they want changed, they're able to agree on it, and how those interests overlap, and how they are able to cause change in the first place, right?",point_of_main_argument,93.3,151.1,
Opposition_3rd,8,22,27,"But then number two, their characterization about like, characterization about these race-based policies are true. Then the counterfactual that they have to protect is a party that doesn't focus on race-based policies, right? So basically parties that focus on things like, I don't know, economies, diplomacy, trade, etc, right? So in that case, then I think that these race-based policies in the first place are unlikely to be prioritized, right? Most likely these parties are probably going to be pushing for those economic policies or diplomacy, like etc, and stuff like that. So in the first place, minority people who have wanted to make change in these things, their opinions are not going to be reflected, and these policy chains are likely to be about something much else.",point_of_main_argument,151.1,183.9,
Opposition_3rd,9,28,36,"But then in the characterization about how it's going to be like the same race people, right? We think even this is actually even worse, right? Because we think that in a world of like, because if it's like a race-based party that consists of one race or like several races with the same minority problems, this group is like a unique way of like being able to voice that, right? Why are these parties so important? It's likely because if these people are the minority, it's really hard to voice that in the first place because they're less than a number because they're likely to be oppressed. So in order to actually make a change, they need to group together, right? Because as I've already told you, if they just go out into parties that already exist that consist of multiple races, since they are the minority, it's unlikely that their opinions are just going to be respected, or like their opinions are somehow just able to go out. It's more likely that their opinions are going to be shut down, or like they're not going to be considered. We think that these parties are just a unique way for these people to be able to actually get their opinions across, right?",point_of_main_argument,183.9,230.6,
Opposition_3rd,10,37,38,"So this is the uniqueness of race-based parties that I've already told you. Despite, regardless of what sort of characterization we take, I think we can tell you that at the end of the day, it's much better that we have like a race-based party that's able to focus on race problems, or a race-based party that is able to like voice out about one race because they are able to focus on that particular problem.",point_of_main_argument,230.6,253.5,
Opposition_3rd,11,39,44,"And then why do we think that race-based policies are so important in the first place, right? So because we think very often these sort of policies are connected to humanitarian concerns, things like discrimination, things like racism, things that actually impact your life, or like make your life just so much worse, or just makes it really hard to live. What do these look like? It looks like you're deprived of jobs because you're black, maybe people laugh at you behind your back because you're racist, or like it's really hard for you to get into university because they prioritize other races, that sort of thing, right? And things that actually impact your life on the long run, things like DEI policies, these have only happened because they have been focused on race-based policies. We think we can have much more on their side, right?",point_of_main_argument,253.5,289.9,
Opposition_3rd,12,45,45,"I think what side of government actually had to do in this debate is say that what exactly is such a big harm that uniquely comes from these race-based political parties and why they have been bad, right?",independent_rebuttal,289.9,300.1,
Opposition_3rd,13,46,49,"Because when we say, because like notice how on our side of the house we're not going to be banning like non-race-based political parties, right? They're still going to exist. We're just saying that race-based political parties is extremely unique and extremely important and we need to keep them in, that they need to exist, right? We're just saying that we should not be banning them because they takes away the voices of the minority.",point_of_comparison,300.1,320.1,
Opposition_3rd,14,50,52,But then what did OG talk about in this debate? They talked about how opinions are likely to overlap. We already told you this is unlikely because how do you mean people just magically overlap on opinions when they probably clash on the most?,independent_rebuttal,320.1,329.7,
Opposition_3rd,15,53,57,"But then number two, OG talked about how in the first place it's incredibly, how it's really hard to like make sure that our resources are located fairly or like how basically you just can't trust the government. They never explained why this is true. This is true because, for example, they never considered the intentions of actual politicians, politicians who might cater to like the specific personal, like who might do things like lobbying. These people have lots of different intentions. Like those are the exact reasons why these people are likely to cater to the majority or the people who have power.",independent_rebuttal,329.7,363.5,
Opposition_3rd,16,58,65,"And furthermore, I think closing government also talked a lot about how if there's only one race, segregation is going to exist. Okay, let's take their best race. Segregation is going to exist, right? But then like that's going to happen anyways. I think even in this world, segregation exists, right? You see this like even in Waseda, students who come from like this country stay in this country group or like students who are like this skin tone are more likely to stay together. We think this happens all the time. Segregation is going to exist anyways.",independent_rebuttal,363.5,392.3,
Opposition_3rd,17,66,72,"But then we tell you why it's going to be so much worse on their side of the house, right? Because these people who are actually oppressed are unable to have like the place to voice out. These people who come from minority groups are going to have like, they're not going to have a political party that actually reflects their interests. Because like even because basically what their side is saying is that you're going to be in a party that consists of multiple different races. You're the minority. Why do people, why are people going to respect your opinions, right? We think this isn't really hard. It's something that government really failed to prove.",point_of_comparison,392.3,431.1,
Opposition_3rd,18,73,74,"For all those reasons, we think we simply protect the minority. For all those reasons, very proud to oppose.",introduction,431.1,436.2,
Proposition_4th,1,1,4,"So first of all, I would like to start my speech with a key piece of framing that both sides so far have missed, which is the idea of a political party. Like, a political party wants to win a majority. They want to be represented. But in order to do that, they need to win the median voter and have actual power to be represented.",introduction,4.1,22.7,
Proposition_4th,2,5,7,"Taking that into mind, I would like first to move on to rebuttals, especially towards closing opposition. So closing opposition makes this claim that the race-based political parties are uniquely and so good representing the minority and that there is no other way to actually represent this minority. However, we would actually like to argue with one of our main arguments that will be at the stage later on, on why on their side of the house, they're not actually protecting the minorities, but they're actually portraying the idea of populism in a dangerous way.",independent_rebuttal,23.3,55.2,
Proposition_4th,3,8,10,"So taking into consideration the framing I gave you, these political parties want the majority, of course. So by on their side of the house, by them focusing on just race-based, very specific goals towards very specific groups, they fall into the idea of populism, of pinning groups against each other. Because of course, if you want to win the likeliness of a certain group, this group might have ideas that clash with other groups.",point_of_main_argument,55.2,78.3,
Proposition_4th,4,11,17,"They also, both sides, like opening opposition, opening government and closing opposition, have also failed to address the fact that race isn't only based on the way you look, but it's also very culturally tied to many stuff. So of course, these people of different cultures, they have different ideas. So you as a political party, you want to pin them against each other. You want the majority. So if you win one of the majority of these minorities to move yourself to the point where you get more votes, you're going to do that. But this implies populism, and it's dangerous.",point_of_main_argument,78.3,107.9,
Proposition_4th,5,18,22,"Because instead of focusing on gathering people together, you're only pinning them against each other. And it's something that Donald Trump has been doing. Whether you like it or not, the Republican Party, opposite to what opposition has said, that it's not really race-based, you can actually tell that they're actually race-based. Because they focus mostly on white, conservative people, and that's fine. You can see it, yes?",point_of_main_argument,107.9,126.6,
Proposition_4th,6,23,26,Where do you draw the line? From which part is race-based? From which part is not race-based? Can you clarify?,poi,126.6,130.8,
Proposition_4th,7,27,28,"So race-based is basically catering to our specific group, like what they're wanting, their needs. Not race-based, it's just focusing in general.",definition,130.8,138.0,
Proposition_4th,8,29,36,"The problem with the narrative on opposition side is that race is so important. But they're also portraying this idea that different races have different rights and needs. Whereas on our side of the house, we're not segregating people by saying different race have different needs. Yes, let's take their case that, oh, there's discrimination against certain groups and whatever. But that's more of something social. And actually, on our side of the house, it's better for the parties to just say, everyone who is discriminated or everyone who faces certain segregation can have these certain rights if they support our political party. Whereas on their side of the house, they're only focusing on one group instead of trying to unite the people in the society in general. That's why on their side of the house, there's this unique harm of populism and just trying to beat people against each other.",point_of_comparison,138.3,182.2,
Proposition_4th,9,37,42,"Whereas on our side of the house, since taking again the framing I gave you, the political parties need the majority of people. But they cannot focus on only one group. They need to cater as much groups as possible. Therefore, on our side of the house, the risk of populism is eliminated. And the impact in society is actually like people will have to be united. This political party will have to cater to the majority because since they can no longer just try to go for one and use populism for themselves, they need to actually gather the majority in a more natural and universal way, like trying to promote the rights of people instead of just focusing on claiming that certain groups have better priorities compared to others.",point_of_comparison,182.2,219.7,
Proposition_4th,10,43,46,"And also, another unique harm on the opposition side is how they're trying to say, we need to protect certain minorities. But what happens with the political party that only focuses on one race and claims that other races don't need to be helped at all? On our side of the house, that will not happen. And instead, more minorities will be represented.",point_of_comparison,219.7,238.1,
Proposition_4th,11,47,48,"So again, trying to delve into it more, they also say segregation is symmetrical. However, on their side of the house, this segregation is much worse because the idea of politics, they should not be race-based.",independent_rebuttal,238.1,251.0,
Proposition_4th,12,49,50,"We believe that on our side of the house, race-based political parties cause more harm than good because of the idea that you're trying to just make it something about race and culture instead of embracing the uniqueness of multiculturalism within these societies. Because this multiculturalism can actually, on our side of the house, help the people establish better policies, but without creating this sense of resentment towards others.",point_of_main_argument,251.0,274.3,
Proposition_4th,13,51,53,"Also, the opposition side doesn't really talk about how about some races feel bad about certain political parties establishing specific policies for those races that they're catering towards. This is going to cause a sense of resentment. This is a sense of resentment that on our side of the house, we eliminate, and this is something that the opposition has failed to address.",point_of_main_argument,274.3,294.8,
Proposition_4th,14,54,55,"They're simply saying that this is the best way for a minority to be represented. However, on our side of the house, I also mentioned to you why these minorities still get to be represented, because it's in the best interest of the political parties, for it's how they represent this minority, what matters.",point_of_comparison,294.8,309.6,
Proposition_4th,15,56,59,"On their side of the house, they're only focusing on specific groups, which further provokes segregation, which of course, this segregation is bad. And on their side of the house, they're trying to say how this segregation is going to help the people actually be better and whatnot. But on our side of the house, it's eliminated. There's no way for these political parties to abuse some of these minorities to get the majority and just pin them against each other and cause more harm overall.",point_of_comparison,309.6,335.4,
Proposition_4th,16,62,65,I think populism is not unique to this policy. I think populism is going to happen anyways. Why does it seem increasing? Why do you think that doesn't matter?,poi,340.6,349.3,
Proposition_4th,17,66,71,"So a clear example of populism right now is with Donald Trump carrying it towards white people. He's trying to pin the majority of this race towards others. They're saying the rights of the white people are more important. For example, ICE, they're deporting people. They're trying to create this narrative that the white people are being suppressed, their jobs are being taken. And it's dangerous because it's a race-based party, like if you see it in this way, because they're catering towards this specific group and they're pinning the majority against other groups.",point_of_main_argument,349.3,376.3,
Proposition_4th,18,72,76,"It creates a further sense of segregation, whereas on our side of the house, if we were to eliminate this race-based political parties, it implies that they cannot cater towards a specific race. They just have to focus on, oh, instead of counterfactual orders, I will be like, instead of Donald Trump saying Hispanics or other types of people are stealing the jobs of white people, they might just focus on there's a lack of jobs in the market. Because we ban them from being race-based. We ban them from just catering towards one race. So therefore, it's better on our side of the house because there's no populism.",point_of_comparison,376.3,408.8,
Proposition_4th,19,77,78,"Because populism just creates more racism and segregation and creates more gay crimes, no thank you. And overall, it just creates a more abusive, violent environment compared to opposition.",point_of_comparison,408.8,416.7,
Proposition_4th,20,79,82,"Opposition just claims this is the main way to help people and do the best for the people. But on our side, specifically on closing, we explain to you why their side has the problem of populism, which is something that opening government fails to mechanize and didn't really provide the impact that I have just provided you. The real impact on our side of the house is there's no populism, which is the core idea of why it's so bad and it's going to cause further damage within society. Thank you.",point_of_comparison,417.0,446.6,
